Filename,Title,Cart Type,Mapper Type,ROM Banks,RAM Banks,RAM Size,ROM Size,Battery,Timer,Rumble,Sensor,Licensee,Old Licensee Code,CGB Functionality,SGB Functionality,Mask ROM Ver,Region,MD5 Hash,Weird/Bad/Missing Data
Doraemon no Study Boy 1 - Shou 1 Kokugo Kanji (Japan).gb,STUDYBOY KOKUGO1,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'DJ',DJ)",False,None,False,0,Japan,c3fbe689e57e493d9e5eb8340c4efb29,True
Atomic Punk (USA).gb,ATOMIC PUNK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Hudsonsoft,True,None,False,0,Non-Japan (0x1),76010c6ff6bd0c4e8ac934dc69fb96ab,False
Chou Mashin Eiyuu Den Wataru - Mazekko Monster 2 (Japan) (SGB Enhanced).gb,MAZEKKO MONSTER2,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,"UNKNOWN(b'D9',D9)",False,None,True,0,Japan,f67d293f77a27de481c7541d6021a659,True
"Lucky Luke (Europe) (En,Fr,De,Es).gb",LUCKY LUKE,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Infogrames,False,None,False,0,Non-Japan (0x1),307889b908a3954b224493486e4c4294,False
Dragon Quest Monsters - Terry no Wonderland (Japan) (SGB Enhanced) (GB Compatible).gbc,DQ/MONSTERS,MBC1+RAM+Battery,MBC1,128,1,0x800,0x200000,True,False,False,False,"UNKNOWN(b'B4',B4)",False,Extra CGB Functions,True,0,Japan,5254ea1935c43057358d2efba26c60c8,True
Pachi-Slot Kids 3 (Japan).gb,PACHI SLOT KIDS3,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'0B',0B)",False,None,False,0,Japan,3164121570d96f879a1426df2826269d,True
NIV Bible & the 20 Lost Levels of Joshua (USA) (Unl).gb,,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,None,True,None,False,0,Japan,8cddb8b2dcd3ec1a3fdd770df8bda07c,False
"4 in 1 (Europe) (4B-002, Sachen) (Unl).gb",gOT,MBC1,MBC1,16384,0,0x0,0x10000000,False,False,False,False,Malibu,True,None,False,115,Non-Japan (0x89),53797d020821b171f9909bc300ed5ad1,True
Super Mario Bros. Deluxe (USA) (Rev-B).gbc,MARIO DELUXAHYE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Nintendo R&D1,False,CGB Only,False,2,Non-Japan (0x1),b5a71128227f5bc953fd55cb0025807f,False
Pachinko Kaguya Hime (Japan).gb,KAGUYAHIME,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Coconuts,True,None,False,0,Japan,bbfbc7f8bf4bc6bc5f4b829b2e52d593,False
"Ghostbusters II (USA, Europe).gb",GHOSTBUSTERS II,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Activision,True,None,False,0,Non-Japan (0x1),0841a527b116a52ad26de023b20b1a42,False
Kikou Keisatsu Metal Jack (Japan).gb,METALJACK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Takara,True,None,False,0,Japan,29d9ba6b3724a8de14f1f66dbe2e4aec,False
"Donkey Kong Land 2 (USA, Europe) (SGB Enhanced).gb",DONKEYKONGLAND 2,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),6e30394fd7ef4a4dc3fe1edd9fc69f72,False
"Bram Stoker's Dracula (USA, Europe).gb",DRACULA,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Sony Imagesoft,True,None,False,0,Non-Japan (0x1),d8e5252704cf0681a7f737d599526591,False
Othello (Japan).gb,OTHELLO,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Kawada,True,None,False,0,Japan,1123060cb5177d576c191d774ebe403a,False
RoboCop (USA).gb,ROBOCOP,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),421a923ba483f65a967b8455500b8880,False
Shaun Palmer's Pro Snowboarder (USA).gbc,SHAUNPALMR1B3SE,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,Activision,False,CGB Only,False,0,Non-Japan (0x1),3bcb284142a35a8d86550c2f34549dcc,False
Tokio Senki - Eiyuu Retsuden (Japan).gb,TOKIO SENKI,MBC1+RAM+Battery,MBC1,8,1,0x800,0x20000,True,False,False,False,Human,True,None,False,0,Japan,eecf87a2c5dbf9f8d2af9976b0f01f4e,False
Bionic Commando (Japan).gb,BIONIC-COMMANDO,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Capcom,True,None,False,0,Japan,489f52a2761dcb6f01567ef5de14cb8a,False
Ranma 1-2 - Netsuretsu Kakutou Hen (Japan).gb,RANMA1/2 PART2,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Banpresto,True,None,False,0,Japan,cd5b7ab41c9c5b1f0f70f4a736628dc0,False
Quiz Nihon Mukashibanashi - Athena no Hatena (Japan).gb,ATHENANOHATENA?,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Athena,True,None,False,0,Japan,65ef3652202749d5d281c9c9641e0e19,False
NBA All Star Challenge 2 (Japan).gb,ALSTARCHALLENGE2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Acclaim,True,None,False,0,Japan,6afac3034f2a07a58c1d08b69ed43b9b,False
Downtown - Nekketsu Koushinkyoku - Dokodemo Daiundoukai (Japan).gb,GB UNDOUKAI,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Technos Japan,True,None,False,0,Japan,04c358cbb32898d5e8feed8bc0fe27ff,False
GB Genjin 2 (Japan) (SGB Enhanced).gb,GBGENJIN2,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Hudson Soft,False,None,True,0,Japan,b6d07d6830c8517aa96b000d9f3b2bf6,False
Pro Soccer (Japan).gb,PRO SOCCER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Imagineer,True,None,False,0,Japan,741890cbdeefe98175a56a87b9e9ef8e,False
Konchuu Hakase (Japan) (Rev A) (SGB Enhanced).gb,KONCHU HAKASE,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,"UNKNOWN(b'AH',AH)",False,None,True,1,Japan,f60fd654e4998e42b1aa53845a584220,True
Tezhong Budui (Taiwan) (Unl) (Alt).gbc,METAL SLUG 2   ,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,False,0,Japan,ceb5c62dd116ab8e514fc3aab5449f8e,False
LEGO Stunt Rally (USA).gbc,STUNT RALLYBLYE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Lego,False,CGB Only,False,0,Non-Japan (0x1),c468c6d714a2d86e2f68bdcdbb40b658,False
"Road Rash (USA, Europe).gb",ROAD RASH,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),71af355cbf7b8c7fe30f509803bbced6,False
Disney's Doug - Doug's Big Game (USA).gbc,DOUGSBIGGAMBDUE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5L',5L)",False,CGB Only,False,0,Non-Japan (0x1),19e0d71a2a6090e0f59607ca4da9b156,True
Heracles no Eikou - Ugokidashita Kamigami (Japan).gb,HERCULES EIKOU,MBC2+Battery,MBC2,16,1,0x100,0x40000,True,False,False,False,Data East,True,None,False,0,Japan,ccbd8d97a61883e05eab21a5546188b2,False
Baby T-Rex (Europe).gb,BABY TREX,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Laser Beam Entertainment,True,None,False,0,Non-Japan (0x1),b9df0bb1f84333a1e5ab4af563525cdc,False
Toki Tori (USA).gbc,TOKI TORIB2TE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Capcom,False,CGB Only,False,0,Non-Japan (0x1),e1bf59102bcd5e3601f4b24b3e873fd2,False
"Flintstones, The - Burgertime in Bedrock (USA).gbc",BTIMEBEDRCKBFSE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5Z',5Z)",False,CGB Only,False,0,Non-Japan (0x1),50e6d9d88450932743161b7512838ccc,True
Sunsoft Grand Prix (Europe).gb,SUNSOFT GRAND PR,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Sunsoft,True,None,False,0,Non-Japan (0x1),24d19f1069ac583462713060df18a753,False
Army Men 2 (USA).gbc,ARMY MEN 2BA2E,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5H',5H)",False,CGB Only,False,0,Non-Japan (0x1),66a744231189d65db54aa4d670975c5a,True
"Mission - Impossible (USA) (En,Fr,Es).gbc",MISSIONIMPOAIME,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),11454ce5a4ad703c29b3a8bdc8b5c3ab,False
Pocket Monsters - Pikachu (Japan) (Rev 3) (SGB Enhanced).gb,POKEMON YELLOW,MBC3+RAM+Battery,MBC3,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,None,True,3,Japan,90ae2ea218f8e21afa678c6a4e7b6013,False
Barbie - Magic Genie Adventure (USA).gbc,BARBIEGENIEBMCE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Mattel,False,CGB Only,False,0,Non-Japan (0x1),829da007514e8a1ccc7efe6a7ee5226f,False
BattleTanx (USA).gbc,BATTLETANX AVNE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5H',5H)",False,CGB Only,False,0,Non-Japan (0x1),4ca71b12d89a5bcfcc52095081ae9f51,True
Little Master 2 - Raikou no Kishi (Japan).gb,LITTLE MASTER 2,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Tokuma sShoten Intermedia,True,None,False,0,Japan,422652c9f3474cb89f8eee38808ebfb4,False
Jaleco J.Cup Soccer (Japan).gb,J.CUP SOCCER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Jaleco,True,None,False,0,Japan,7f7df6b53d2c01c2c2fe9ce20a8eebe5,False
Double Yakuman Junior (Japan).gb,DOUBLEYAKUMAN JR,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Vap,True,None,False,0,Japan,78667e88a568b44115cb76dfe63a74a3,False
E.T. - The Extra-Terrestrial - Escape from Planet Earth (USA).gbc,ETESCAPEBERE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'5L',5L)",False,CGB Only,False,0,Non-Japan (0x1),3ee67bd4471e60f4fec6b0799219a2f5,True
"Planet of the Apes (USA) (En,Fr,De,Es,It,Nl).gbc",PLANET APESBYNE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,UbiSoft,False,CGB Only,False,0,Non-Japan (0x1),a55b8d588bbaa4ebcb4d53dbb534329f,False
Space Invaders (USA).gbc,SPACE INAIVE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Activision,False,Extra CGB Functions,False,0,Non-Japan (0x1),46e0e199f58aebbb75b4ed16da5aae60,False
"Walt Disney World Quest - Magical Racing Tour (USA, Europe).gbc",WDWRACETOURBWDE,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,Activision,False,CGB Only,False,0,Non-Japan (0x1),31e1af241f91ca3b9c165431258a4312,False
NSYNC - Get to the Show (USA).gbc,NSYNCGETTOTBNSE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),9017ebe4c004fd9597557e28d711316a,False
Trip World (Japan).gb,TRIP WORLD,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Sunsoft,True,None,False,0,Japan,e0a81dcc3aa0db3896c6f46e0ed3fc80,False
"Lingo (Europe) (En,Fr,De,Nl).gb",LINGO,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Altron,True,None,False,0,Non-Japan (0x1),cb66b804aea0db325d5f2dd795c71a6a,False
Pitfall GB (Japan) (GB Compatible).gbc,PITFALL BTJAFLJ,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'CE',CE)",False,Extra CGB Functions,False,0,Japan,ae9b4ed5cd8c80029a3c01096963ee19,True
Xtreme Wheels (USA).gbc,XTREMEWHEELBXCE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Bay Area Multimedia (BAM) Entertainment,False,CGB Only,False,0,Non-Japan (0x1),9f28e403eb338a7457f54dee7a6f443e,False
"Little Mermaid II, The - Pinball Frenzy (Europe) (En,Fr,De,Es,It).gbc",PNBALFRENZYBY2P,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Nintendo R&D1,False,CGB Only,False,0,Non-Japan (0x1),f19153c5bc422a2b1b13a4b9ff5d7bd9,False
"Rugrats Movie, The (USA) (SGB Enhanced).gb",RUGRATS MOVIE,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,THQ,False,None,True,0,Non-Japan (0x1),d29cc1b6fe7709a6d16f00c779499de2,False
Catz (USA).gbc,CATZ       AZCE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Mindscape,False,CGB Only,False,0,Non-Japan (0x1),695e4a82d1a97859365e3b5d5ba28e8c,False
"Ren & Stimpy Show, The - Space Cadet Adventures (USA).gb",REN AND STIMPY,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,THQ,True,None,False,0,Non-Japan (0x1),3b3ee80272479464698200ad712d4152,False
Goukaku Boy Series - Koukou Nyuushi Derujun - Rika Anki Point 250 (Japan).gb,RIKA  ANKI  250,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,de64a15fb90fae1c179a0d32a5eb1390,True
Pac-Man Redux.gb,PAC-MAN,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Namco,True,None,False,0,Non-Japan (0x1),631733d937a53ebb50ad9da28f4d3fde,False
"Small Soldiers (USA, Europe) (SGB Enhanced).gb",SMALL SOLDIERS,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,THQ,False,None,True,0,Non-Japan (0x1),46b6ae39b3140f81d66be8338a8bcea3,False
Hook (Europe).gb,HOOK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),b3e011cde1fa6b5bebcac15ac970c4a9,False
Rayman (USA).gbc,RAYMANAYQE,MBC5,MBC5,256,0,0x0,0x400000,False,False,False,False,UbiSoft,False,CGB Only,False,0,Non-Japan (0x1),b941941050fc32406eca4733926a3779,False
World Beach Volley - 1992 GB Cup (Europe).gb,GB BEACHVOLLEY,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Taito,True,None,False,0,Non-Japan (0x1),54cdfd90c8038846714643b2a68c6bb8,False
"Speedy Gonzales (USA, Europe).gb",SPEEDY GONZALES ,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Sunsoft,True,None,False,0,Non-Japan (0x1),7e1bedf88581ee7370c8eb86c6863e2c,False
"Wario Blast featuring Bomberman! (USA, Europe) (SGB Enhanced).gb",WARIO BLAST,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),14fe7234ee4bcb14adf20c743f084a35,False
Tom and Jerry (USA).gbc,TOM & JERRYATXE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Majesco,False,CGB Only,False,0,Non-Japan (0x1),fac13870841c0f570fff95b0c53a6e24,False
Namco Gallery Vol.1 (Japan) (SGB Enhanced).gb,GALLERY1,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'AF',AF)",False,None,True,0,Japan,c9a8d61d6d4707d28fcb267f93fa59ec,True
Shinseiki GPX Cyber Formula (Japan).gb,CYBER FORMULA,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Varie,True,None,False,0,Japan,0a7c71ce47cdc63550934037541019a6,False
Pokemon Brown Version.gb,POKEMON BROWN,MBC3+RAM+Battery,MBC3,128,4,0x4000,0x200000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),854390c4a18d0a1744fb437037b4a531,False
"Denki Blocks! (USA) (En,Es) (Proto).gbc",DENKIBLOCKSBD9E,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Majesco,False,CGB Only,False,0,Non-Japan (0x1),163859b2468b5ad697236ffb5a6765be,False
GI King! - Sanbiki no Yosouya (Japan).gb,G1KING,MBC1+RAM+Battery,MBC1,4,1,0x800,0x10000,True,False,False,False,Vic Tokai,True,None,False,0,Japan,894dc0498b1527deddf7c6fcc75a6b25,False
Goukaku Boy Series - Gakken - Rekishi 512 (Japan).gb,REKISI MASTER512,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,3701cf0841b45c7b2c546fc4e303aaf1,True
Medarot - Parts Collection 2 (Japan) (SGB Enhanced).gb,PARTSCOLLECTION2,MBC1+RAM+Battery,MBC1,32,4,0x4000,0x80000,True,False,False,False,"UNKNOWN(b'9C',9C)",False,None,True,0,Japan,e1c096f4953421f7fedb767adb675ec7,True
Pocket Monsters - Midori (Japan) (Rev A) (SGB Enhanced).gb,POKEMON GREEN,MBC1+RAM+Battery,MBC1,32,4,0x4000,0x80000,True,False,False,False,Nintendo R&D1,False,None,True,1,Japan,16ddd8897092936fbc0e286c6a6b23a2,False
Castelian (USA).gb,CASTELIAN,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Triffix Entertainment,True,None,False,0,Non-Japan (0x1),21cc47b68fc7c9c56ef3393dbe528600,False
"Chessmaster, The (DMG-EM) (Japan).gb",NEW CHESSMASTER,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,"UNKNOWN(b'DF',DF)",False,None,False,0,Japan,f04f23d228f03311545b1b3bb9b3b73c,True
Animal Breeder 2 (Japan) (SGB Enhanced).gb,ANIMAL BREEDER2,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,"UNKNOWN(b'AH',AH)",False,None,True,0,Japan,208b978e1ee53efa875cd6dfc42223f2,True
Kachiuma Yosou Keiba Kizoku (Japan).gb,KEIBA KIZOKU,MBC1+RAM+Battery,MBC1,8,1,0x800,0x20000,True,False,False,False,King Records,True,None,False,0,Japan,3dcbd16d3f9da153dca926f200ca1725,False
Madden NFL 2001 (USA).gbc,MADDEN 2001BNFE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Electronic Arts,False,CGB Only,False,0,Non-Japan (0x1),0d9dbb213db66cc0121a7f916181f612,False
Rock'n! Monster!! (Japan) (SGB Enhanced).gb,ROCK'N! MONSTER!,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'A1',A1)",False,None,True,0,Japan,fc89ae96c911ba84a5539bcc180f8f79,True
"Top Gun - Guts & Glory (USA, Europe).gb",TOPGUN 2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,True,None,False,0,Non-Japan (0x1),5e022adf9659a754a6c2a8e1ce1de117,False
Dracula Densetsu II (Japan).gb,DRACURA2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,True,None,False,0,Japan,2be2472951eb4e25ab0c70fdee298130,False
"Legend of Zelda, The - Link's Awakening (USA, Europe).gb",ZELDA,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),c4360f89e2b09a21307fe864258ecab7,False
Pocket Stadium (Japan).gb,POCKET STADIUM,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Atlus,True,None,False,0,Japan,a7b0e283170b28c4c77016a95210b714,False
TaleSpin (USA).gb,TALE SPIN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Capcom,True,None,False,0,Non-Japan (0x1),26c65da146faa09505c554447792e493,False
Barbie - Pet Rescue (USA).gbc,BARBIEPETREBPEE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Mattel,False,CGB Only,False,0,Non-Japan (0x1),bbfd881158bae49739dce7e60c6aeab2,False
Renju Club (Japan) (SGB Enhanced).gb,RENJYU CLUB,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Hector,False,None,True,0,Japan,cf189f7f8a35bd5838c102cd2126de46,False
Kinnikuman - The Dream Match (Japan).gb,GB KINNIKUMAN DM,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Uutaka,True,None,False,0,Japan,16a03da1364c683b73742dc3e6c0e788,False
Super Scrabble (USA).gb,SUPER SCRABBLE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Milton Bradley,True,None,False,0,Non-Japan (0x1),5c39c161b85481d7154f19081ff40f42,False
"Animorphs (Europe) (En,Fr,De,Es,It).gbc",ANIMORPHSBAMP,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,UbiSoft,False,CGB Only,False,0,Non-Japan (0x1),6d9ab3b90805908d732c275157e29c79,False
Mega Man Xtreme 2 (USA).gbc,MEGAMANX2SEB2XE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Capcom,False,CGB Only,False,0,Non-Japan (0x1),1f64989765f605d05cbd013e7ffcc352,False
Star Trek - The Next Generation (Germany).gb,STAR TREK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Absolute,True,None,False,0,Non-Japan (0x1),4d949294f3cda07f2d12e5f73e6caeaa,False
"Sewing Machine Operation Software (USA) (En,Fr,Es) (GB Compatible).gbc",SINGER-1BRAE,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'9M',9M)",False,Extra CGB Functions,False,0,Non-Japan (0x1),52f46e74689516225055b8576079ee24,True
Fist of the North Star (USA).gb,NORTH STAR,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Toei Animation,True,None,False,0,Non-Japan (0x1),c88d94a984afde869426694a3b992894,False
Boomer's Adventure in ASMIK World (USA).gb,DMG-ASE,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Asmik,True,None,False,0,Non-Japan (0x1),3b051df77605172195dcff97c2c935cc,False
Extra Bases! (USA).gb,EXTRA BASES!,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Bandai,True,None,False,0,Non-Japan (0x1),857fdafb5ababd641cc832cfb8fabd58,False
DuckTales (USA).gb,DUCK TALES,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Capcom,True,None,False,0,Non-Japan (0x1),785441d3d75913393807b10b3194dc48,False
"Flintstones, The - King Rock Treasure Island (USA, Europe).gb",FLINTSTONES,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Taito,True,None,False,0,Non-Japan (0x1),25dfaca5120462af05532aaf4756776a,False
"Hercules (USA, Europe) (SGB Enhanced).gb",HERCULES,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,THQ,False,None,True,0,Non-Japan (0x1),abd4baa57f0b90b402c2e56090394f9e,False
Dragon's Lair (USA).gbc,DRAGONLAIRBDXE,MBC5,MBC5,256,0,0x0,0x400000,False,False,False,False,Capcom,False,CGB Only,False,0,Non-Japan (0x1),947f96cfd5bab7a03ec2f3fc0ae9238d,False
Hayaoshi Quiz - Ouza Ketteisen (Japan) (SGB Enhanced).gb,HAYAOSI KUIZU,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'0A',0A)",False,None,True,0,Japan,da7f9623e0d544196747cfd2b79b5e78,True
Velious - Roland no Majuu (Japan).gb,VELIOUS,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Sammy,True,None,False,0,Japan,f45caca57f16d21ff0fd7aa431fe4b6a,False
Catwoman (Europe).gbc,CATWOMANA3CP,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Kemco,False,CGB Only,False,0,Non-Japan (0x1),482a7fe10c3e3d10127bbb08447a15cb,False
Uchiiwai - Kyoudaijingi no Puzzle Game (Japan).gb,KYOUDAI JINGI,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,eb43c1df87041d6b82e789a2b46927be,True
Out of Gas (USA).gb,OUT OF GAS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Pony Canyon,True,None,False,0,Non-Japan (0x1),0b7cbe56d1cf6370e60699e553d091a1,False
Milon no Meikyuu Kumikyoku (Japan).gb,MILON CASTLE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Hudsonsoft,True,None,False,0,Japan,3f2335f849fd02769099ac3bd6d81337,False
Lucky Luke (USA).gbc,LUCKY LUKEALQE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),7cf3670a8f345344e4789e41503d7da6,False
WWF Attitude (USA).gbc,WWFATTITUDEAWTE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Acclaim,False,CGB Only,False,0,Non-Japan (0x1),87c5862edce9eae3d6afe964bfed5204,False
Super Mario Land 2 - 6-tsu no Kinka (Japan) (Rev 1).gb,MARIOLAND2,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo,True,None,False,1,Japan,7c2419bddfd72711e90f54ef63695b07,False
Mortal Kombat II - Kyuukyoku Shinken (Japan).gb,MORTAL KOMBAT II,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'B0',B0)",False,None,False,0,Japan,31223019b126dbcc85f14905588d053b,True
Mini Putt (Japan).gb,MINI PUTT,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,a wave,True,None,False,0,Japan,872b8eb18385ed6b1937b42436af56fd,False
Hang Time Basketball (Europe) (Unl).gbc,HANGTIMEBKBALL,UNKNOWN,UNKNOWN,16,1,0x800,0x40000,False,False,False,False,"UNKNOWN(b'XX',XX)",False,CGB Only,False,0,Non-Japan (0x1),008ede5b89c08375fe58d6597a15a21a,True
Mr. Go no Baken Tekichuu Jutsu (Japan).gb,TEKICHUJUTSU,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Taito,True,None,False,0,Japan,709d59a30863336c26a48001c23af729,False
Wacky Races (USA).gbc,WACKY RACESAW9E,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),716de1a7f4178fd941edf22d1a907624,False
Fire Fighter (Europe).gb,FIRE FIGHTER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Mindscape,True,None,False,0,Non-Japan (0x1),cfc7edbc95e8df5305d117c6993d5f20,False
"Carl Lewis Athletics 2000 (Europe) (En,Fr,De,Es,It,Nl) (Beta).gbc",ATHLETISMEERIC,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,UbiSoft,False,CGB Only,False,0,Non-Japan (0x1),2a3a4d83902ee2af1890433c50d2809c,False
Pro Action Replay (Europe) (Unl).gb,,HuC1+RAM+Battery,HuC1,115792089237316195423570985008687907853269984665640564039457584007913129639936,0,0x0,0x40000000000000000000000000000000000000000000000000000000000000000000,True,False,False,False,LJN,True,None,False,255,Non-Japan (0xff),b7477b7050cc569b4c02a5ae60e5f24e,True
