Filename,Title,Cart Type,Mapper Type,ROM Banks,RAM Banks,RAM Size,ROM Size,Battery,Timer,Rumble,Sensor,Licensee,Old Licensee Code,CGB Functionality,SGB Functionality,Mask ROM Ver,Region,MD5 Hash,Weird/Bad/Missing Data
Banishing Racer (Japan).gb,BANISHING RACER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Jaleco,True,None,False,0,Japan,8fdffb08770609255ec3cd314f79f976,False
"Triple Play 2001 (USA, Europe).gbc",TRIPLEPLAYBTPE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Electronic Arts,False,CGB Only,False,0,Non-Japan (0x1),96d2f46187d1eee4a7e0253e1f51c7aa,False
"Flintstones, The (USA, Europe).gb",THE FLINTSTONES,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),f07ed24e96f84ce78787709f248263c8,False
Nintama Rantarou GB (Japan) (SGB Enhanced).gb,NINTAMA RANTARO,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'BA',BA)",False,None,True,0,Japan,a7032c0bbfe917790135acd338ec3d2f,True
Goukaku Boy Series - Shikakui Atama o Maruku Suru - Rika Battle Hen (Japan) (Special Edition).gb,SIKAKU RIKABH4J,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'0Q',0Q)",False,None,False,0,Japan,ddd4c08b975e78d77b00b56b85a7862d,True
Chibi Maruko-chan - Maruko Deluxe Theater (Japan) (SGB Enhanced).gb,MARUKODXSIATA,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,"UNKNOWN(b'A7',A7)",False,None,True,0,Japan,648770b4fe55dbcd0d834536bb8685b0,True
Torpedo Range (Japan).gb,TORPEDO RANGE,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Seta,True,None,False,0,Japan,cc0cc9f187765dbf3054585d5b33a6ec,False
Ponta to Hinako no Chindouchuu - Yuujou Hen (Japan).gb,DMG-AAJ,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Naxat Aoft,True,None,False,0,Japan,2a76ab00f041ec61ea08899021a4c07e,False
Genjin Cottsu (Japan) (SGB Enhanced).gb,GENJINCOTTU,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,B-AI,False,None,True,0,Japan,b90369597fe5e986af4c1c31ad655f86,False
Space Invaders (Europe) (SGB Enhanced).gb,SPACE INVADERS,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),704cefb5c77dc74631b9acbaa2b19435,False
Robopon - Sun Version (USA) (SGB Enhanced).gbc,SUNHREE,HuC3,HuC3,64,4,0x4000,0x100000,False,False,False,False,"UNKNOWN(b'EB',EB)",False,Extra CGB Functions,True,0,Non-Japan (0x1),398f7b60ea114b90b24503178f47e8d8,True
Lolo no Daibouken (Japan).gb,LOLO,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Imagineer,True,None,False,0,Japan,5070aaf41d5ae9ee08f988b9aad26af5,False
Saban's Power Rangers - Lightspeed Rescue (USA).gbc,GB PR LSP RBRSE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,THQ,False,CGB Only,False,0,Non-Japan (0x1),c3c4b88e40538c1c99b85313bc88df6d,False
Pia Carrot e Youkoso!! 2.2 (Japan).gbc,PIACARROT22B22J,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,"UNKNOWN(b'CN',CN)",False,CGB Only,False,0,Japan,51825ecaa3162a1c871fe67e4a83f0b9,True
"RoboCop (USA, Europe) (Rev A).gb",ROBOCOP,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Ocean,True,None,False,1,Non-Japan (0x1),a477ac86be35d1fa70b708ad08dc88b8,False
Micro Machines 1 and 2 - Twin Turbo (USA).gbc,MICRO MACHAT8E,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,THQ,False,CGB Only,False,0,Non-Japan (0x1),a721520df37c636ed924dbc268cdd753,False
Bikkuri Nekketsu Shin Kiroku! - Dokodemo Kin Medal (Japan).gb,BIKKURI NEKKETU,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Technos Japan,True,None,False,0,Japan,40c38735c8f225ca8de749efceab6ceb,False
M&M's Minis Madness (USA) (Sample).gbc,MINIMADNESSBMIE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Majesco,False,CGB Only,False,0,Non-Japan (0x1),71b646ac71dbae8984995ef51324f5f5,False
"Hyper Black Bass (Japan) (En,Ja).gb",HYPER BLACKBASS,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Hot-B,True,None,False,0,Japan,3b710442b0a0e792e43dd98cb079dc5e,False
Zoop (Japan).gb,ZOOP,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,"UNKNOWN(b'1A',1A)",False,None,False,0,Japan,0b10a49804c027c57201c61835acad77,True
"4 in 1 (Europe) (4B-008, Sachen) (Unl).gb",gT,HuC1+RAM+Battery,HuC1,16384,0,0x0,0x10000000,True,False,False,False,LJN,True,None,False,115,Non-Japan (0x89),95d3b0c6316a9fd3a55390fde2b89a13,True
Dracula Densetsu (Japan).gb,DORAKYURADENSETU,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Konami,True,None,False,0,Japan,94135fb63d77d48d2396c60ca8823b69,False
Mystical Ninja Starring Goemon (USA) (SGB Enhanced).gb,MYSTICAL NINJA,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Konami,False,None,True,0,Non-Japan (0x1),feaa1bbb7e532872cf1d37d80af6fdb4,False
Donkey Kong Country (USA).gbc,DK COUNTRYBDDE,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,Nintendo R&D1,False,CGB Only,False,0,Non-Japan (0x1),dc94079146ee90d7dd7d72280a3faad5,False
Chase H.Q. - Secret Police (USA) (SGB Enhanced) (GB Compatible).gbc,CHASE HQAH9E,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5N',5N)",False,Extra CGB Functions,True,0,Non-Japan (0x1),ff92e59c47a990815bc548e5e253c390,True
"MTV Sports - Pure Ride (USA, Europe).gbc",PURERIDEBPVE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,THQ,False,CGB Only,False,0,Non-Japan (0x1),94e1575453f54cbe157d13eae6e78d92,False
Kunio-kun no Jidaigeki Da yo Zenin Shuugou! (Japan).gb,GB JIDAIGEKI,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Technos Japan,True,None,False,0,Japan,4ed480f8974e938c01be3b410ebec3df,False
Tom to Jerry Part 2 (Japan).gb,TOM AND JERRY,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Altron,True,None,False,0,Japan,2d932dc975fc98d294dfab7d70e553ef,False
Nemesis II (Japan).gb,NEMESIS 2,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Konami,True,None,False,0,Japan,c4dc3987a841a428f837db26bddc586e,False
"FIFA International Soccer (USA, Europe) (En,Fr,De,Es) (SGB Enhanced).gb",FIFA SOCCER,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Nintendo,False,None,True,0,Non-Japan (0x1),49cce431c6aa61f97e650cfd83724f6e,False
Catwoman (USA).gbc,CATWOMANA3CE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Kemco,False,CGB Only,False,0,Non-Japan (0x1),2692494cef091b908b02c9046bdd876c,False
2003 Harry Potter 3 (Taiwan) (Unl).gbc,HARRY2002      ,MBC5+RAM+Battery,MBC5,64,0,0x0,0x100000,True,False,False,False,"UNKNOWN(b'@7',@7)",False,Extra CGB Functions,False,0,Japan,439acae020bd073ecf7f41a881ccabda,True
"NBA Jam (USA, Europe).gb",NBA JAM,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Acclaim,False,None,False,0,Non-Japan (0x1),1a4aaf4af4b3610ca74ef3b307b6b2a9,False
Naminori Yarou! (Japan) (NP).gbc,SURFINGBNYJ,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Victor Interactive Software,False,CGB Only,False,0,Japan,9ae9d43fc7ec5570badf7a19ae006afd,False
Super Mario Land (World) (Rev A).gb,SUPER MARIOLAND,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Nintendo,True,None,False,1,Japan,b259feb41811c7e4e1dc200167985c84,False
Mickey's Speedway USA (USA).gbc,MIKSPEEDWAYBSNE,MBC5+RAM+Battery,MBC5,256,1,0x800,0x400000,True,False,False,False,Nintendo R&D1,False,CGB Only,False,0,Non-Japan (0x1),ff9b78e1f399fc2bd665b8a08ba27456,False
"Race Drivin' (USA, Europe).gb",RACE DRIVIN',MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,THQ,True,None,False,0,Non-Japan (0x1),74d409740ce00448d42b25ebb31e7bcd,False
Mr. Do! (USA).gb,MR.DO!,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),65e455737df458e59cc7b0892b95e6cd,False
Picross 2 (Japan) (SGB Enhanced).gb,PICROSS 2,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo R&D1,False,None,True,0,Japan,142d1f9f4b868780824cca20010ad4d8,False
Teke Teke! Asmik-kun World (Japan).gb,DMG-ASJ,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Asmik,True,None,False,0,Japan,563c4c81878db48d8a0b6091f4c1cd92,False
Caesars Palace (Japan).gb,CAESARS PALACE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Coconuts,True,None,False,0,Japan,b0ef8b9f2ea3e0898b8298a6f076064a,False
"PGA European Tour (USA, Europe) (SGB Enhanced).gb",PGA EURO TOUR,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,Nintendo,False,None,True,0,Non-Japan (0x1),248dac256ccd86a224e7b28d86fa8bde,False
"Antz (USA) (En,Fr,Es) (GB Compatible).gbc",ANTZANXE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Infogrames,False,Extra CGB Functions,False,0,Non-Japan (0x1),a4b695325ac28be2e388f5b9186987ba,False
Sgt. Rock - On the Frontline (USA).gbc,SGT ROCKBRFE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Bay Area Multimedia (BAM) Entertainment,False,CGB Only,False,0,Non-Japan (0x1),a2623acf15ec36ab072ee5b92b88b613,False
Teenage Mutant Ninja Turtles III - Radical Rescue (USA).gb,TMNT3,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,True,None,False,0,Non-Japan (0x1),e6104df1feb1318ff1764c791eb4ce0e,False
Dr. Franken (USA).gb,DR FRANKEN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Kemco,True,None,False,0,Non-Japan (0x1),b6da78085d38a8be3ef564b9989c45d0,False
Chibi Maruko-chan 2 - Deluxe Maruko World (Japan).gb,CHIBIMARUKO2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Takara,True,None,False,0,Japan,b8db331900e2ff84a83efa787a11131d,False
P-Man GB (Japan).gb,P-MAN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Kemco Japan,False,None,False,0,Japan,943a21195afc5abefb3f925b84a9f19f,False
"Home Alone 2 - Lost In New York (USA, Europe).gb",HOME ALONE2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,THQ,True,None,False,0,Non-Japan (0x1),0611b365116b22c1aaa7e3ce4faed5ed,False
World Beach Volley - 1991 GB Cup (Japan).gb,GB BEACHVOLLEY,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,IGS,True,None,False,0,Japan,7eca7a38f204dfa33dc3a4c039a92176,False
Conker's Pocket Tales (USA) (SGB Enhanced).gbc,CONKER CGBACRE,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,"UNKNOWN(b'4Y',4Y)",False,Extra CGB Functions,True,0,Non-Japan (0x1),fee6336f969c9e72e9b78be53d512c1e,True
Dig Dug (Europe).gb,DIG DUG,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Namco,True,None,False,0,Non-Japan (0x1),c4801ac17a34635fdce973354e85faef,False
Action Replay Online (Europe) (Unl).gbc,Action Replay V4,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,None,True,None,False,0,Japan,e718083d717d4262d3f26eba4040f8e4,False
Yogi Bear in Yogi Bear's Goldrush (Europe).gb,YOGIS GOLDRUSH,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,*Entertainment i,True,None,False,0,Non-Japan (0x1),84fc4878829fdff7d1c6d92c67ae35ea,False
Mickey Mouse (Japan).gb,MICKEY MOUSE,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Kemco,True,None,False,0,Japan,c58edffdb628ea2fc904d4b8c93b6cbc,False
Bill Elliott's NASCAR Fast Tracks (USA).gb,NASCARFASTTRACKS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,True,None,False,0,Non-Japan (0x1),915d5d1c4ddef2c39fdb0131a34b83a4,False
Shippo de Bun (Japan).gb,SHIPPO DE BUN,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Vap,True,None,False,0,Japan,bb5544584f2988490565198c56d81c06,False
Ultima - Runes of Virtue (USA).gb,RUNES OF VIRTUE,MBC2+Battery,MBC2,8,1,0x100,0x20000,True,False,False,False,Pony Canyon,True,None,False,0,Non-Japan (0x1),411c3d168141d10eddd93243f2a7765f,False
"Pokemon Trading Card Game (Europe) (En,Fr,De) (SGB Enhanced) (GB Compatible).gbc",POKECARDAXQP,MBC5+RAM+Battery,MBC5,128,4,0x4000,0x200000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,True,0,Non-Japan (0x1),4572f09b61a36e94762ff60cbe182834,False
Toy Story (USA) (Rev A) (SGB Enhanced).gb,TOY STORY,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'4S',4S)",False,None,True,1,Non-Japan (0x1),344ed70fe1a7a8cc904eda886543252c,True
Navy Blue 98 (Japan).gb,NAVY BLUE 98,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'0G',0G)",False,None,False,0,Japan,8c464aaeb8920878e1b7ec2f0d6bbe4e,True
"Donkey Kong Land (USA, Europe) (SGB Enhanced).gb",DONKEYKONGLAND95,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo R&D1,False,None,True,0,Non-Japan (0x1),89bb0d67d5af35c2ebf09d9aef2e34ad,False
Jagainu-kun (Japan) (GB Compatible).gbc,JAGAINUKUNB39J,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Pack In Soft,False,Extra CGB Functions,False,0,Japan,2c8f92ea472fb0dba87b45e9e580a84a,False
Batman Forever (Japan).gb,BATMAN FOREVER,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'B0',B0)",False,None,False,0,Japan,53d8596868fe081cef40ecc02d463ea3,True
Gluecksrad (Germany).gb,GLCKSRAD,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Gametek,True,None,False,0,Non-Japan (0x1),060caa70249d12da3cf53d6d48323b08,False
"Chessmaster, The (DMG-N5) (USA).gb",THE CHESSMASTER,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Park Plac,True,None,False,0,Non-Japan (0x1),3db9f9f0c5913d3c9f7b5d5fbf7b5e02,False
"Powerpuff Girls, The - Battle Him (USA) (Rev 1).gbc",PPGBUBBLESBBHE,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,Bay Area Multimedia (BAM) Entertainment,False,CGB Only,False,1,Non-Japan (0x1),57bcde64a3005d4aad8df640f2b5f07c,False
Ninku (Japan) (SGB Enhanced).gb,NINKU,MBC1,MBC1,32,0,0x0,0x80000,False,False,False,False,"UNKNOWN(b'DA',DA)",False,None,True,0,Japan,cea0e2a46ccbf9b9a77b14379e49228e,True
"Legend of Zelda, The - Link's Awakening DX (USA, Europe) (Rev 1) (SGB Enhanced) (GB Compatible).gbc",ZELDA,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,True,1,Non-Japan (0x1),ccbb56212e3dbaa9007d389a17e9d075,False
Robin Hood - Prince of Thieves (Spain).gb,ROBIN HOOD,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Mindscape,True,None,False,0,Non-Japan (0x1),d0444abf63571f46cd080063f82a4452,False
Metal Walker (USA).gbc,METALWALKERBM4E,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Capcom,False,Extra CGB Functions,False,0,Non-Japan (0x1),82d17beb1aefd1b93621d6fa61dfa1cb,False
Mahjong Quest (Japan) (SGB Enhanced) (GB Compatible).gbc,MAHJONG QUEST,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,"UNKNOWN(b'AH',AH)",False,Extra CGB Functions,True,0,Japan,8b25ad9bd8ecd09a346c736011ea612b,True
Goal! (Europe).gb,GOAL!,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Jaleco,True,None,False,0,Non-Japan (0x1),613c2336e19ea8f958f66c3e7dfef3c5,False
Super B-Daman - Fighting Phoenix (Japan) (SGB Enhanced).gb,SUPER B DAMAN,HuC1+RAM+Battery,HuC1,32,4,0x4000,0x80000,True,False,False,False,Hudson Soft,False,None,True,0,Japan,c6adf7c0b2a3ea59fa6e59bcf7f1dc4a,False
Klax (USA).gb,KLAX,MBC1,MBC1,4,0,0x0,0x10000,False,False,False,False,Mindscape,True,None,False,0,Non-Japan (0x1),7d4f3bf92bbff701583eb74f36951bb9,False
Terrifying 911 (China) (Unl).gbc,TERRIFYING 9.11,MBC5,MBC5,128,0,0x0,0x200000,False,False,False,False,"UNKNOWN(b'RX',RX)",False,Extra CGB Functions,False,0,Non-Japan (0x1),a6051d0058be5b2f3be03c87e51efcf1,True
"Pokemon - Gelbe Edition - Special Pikachu Edition (Germany) (GBC,SGB Enhanced).gb",POKEMON YELAPSD,MBC5+RAM+Battery,MBC5,64,4,0x4000,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,True,0,Non-Japan (0x1),e93f10168e3c9b9d18e3ad4a1415e1d0,False
Dr. Mario (World).gb,DR.MARIO,ROM ONLY,ROM ONLY,2,0,0x0,0x8000,False,False,False,False,Nintendo,True,None,False,0,Japan,0281fd8061d82472e242954513805196,False
"RoboCop 2 (USA, Europe).gb",ROBOCOP2,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Ocean,True,None,False,0,Non-Japan (0x1),3eb476d0c6347ce9034246f826866a58,False
"Balloon Kid (USA, Europe).gb",BALLOON KID,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Nintendo,True,None,False,0,Japan,f70c60ca87714fa9d81be60c9ac93de0,False
Star Hawk (Europe).gb,STARHAWK,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Accolade,True,None,False,0,Non-Japan (0x1),c284b8a9019020336c89b680fb6552e4,False
Game & Watch Gallery (USA) (Rev A) (SGB Enhanced).gb,G&W GALLERY,MBC1+RAM+Battery,MBC1,16,1,0x800,0x40000,True,False,False,False,Nintendo R&D1,False,None,True,1,Non-Japan (0x1),7727f43d66a77fe0284bf1b8ffede7dd,False
X-Men - Mutant Wars (USA).gbc,XMMWARSBXMEBXME,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Activision,False,CGB Only,False,0,Non-Japan (0x1),2c74082758017e30990e30b145c2f841,False
Classic Bubble Bobble (USA) (SGB Enhanced).gbc,BUBBOBAVWE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5N',5N)",False,Extra CGB Functions,True,0,Non-Japan (0x1),4bc8467ed91a94ba23648706b551cef5,True
Race Days (USA).gb,RACE DAYS,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Gametek,True,None,False,0,Non-Japan (0x1),b65938f85944bda47e59c123537abea0,False
"Spider-Man - X-Men (USA, Europe).gb",SPIDERMAN XMEN,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,LJN,True,None,False,0,Non-Japan (0x1),634532de88aa7c35bd9231ee5356ae8a,False
Castlevania Legends (Speed Adjustment).gb,CVLGD-SPEED,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Konami,False,None,True,0,Non-Japan (0x1),9fdd2a4c6cd4ca3abbc16d7621cb79be,False
Tiny Toon Adventures - Wacky Sports (Europe).gb,TINY TOON WACKY,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Konami,False,None,False,0,Non-Japan (0x1),664c613eaaae388d828261fe8a7edbb6,False
"4 in 1 + 8 in 1 (World) (4B-001, 4B-009, 8B-001, Sachen) (Unl).gbc",,HuC1+RAM+Battery,HuC1,3213876088517980551083924184682325205044405987565585670602752,0,0x0,0x800000000000000000000000000000000000000000000000000000,True,False,False,False,LJN,True,None,False,136,Non-Japan (0xef),ba2f38d5c6b03aa44d892b56395a683b,True
Dragon Ball Z - Legendary Super Warriors (USA).gbc,I-DBZ-USBBZE,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),ac46bc779e1e844674de1d4c13d06f96,False
Magnetic Soccer (Europe).gb,MAGNETIC SOCCER,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),27334d7717d8e3dc953ba733ef1853c4,False
Game Boy Gallery 2 (Japan) (SGB Enhanced).gb,GAMEBOY GALLERY2,MBC1+RAM+Battery,MBC1,32,1,0x800,0x80000,True,False,False,False,Nintendo R&D1,False,None,True,0,Japan,3e35ece810eaa26bb027a18f58cf6dba,False
Berks (World) (Aftermarket) (Homebrew).gbc,BERKS,MBC5+RAM+Battery,MBC5,16,4,0x4000,0x40000,True,False,False,False,none,False,CGB Only,False,1,Japan,14158554a3d0743a668cd56070bc1ef9,False
Guruguru Town Hanamaru-kun (Japan).gbc,HANAMARUKUNBHJJ,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'AH',AH)",False,CGB Only,False,0,Japan,7752b2476871760a8c00b06df93a89b7,True
Robin Hood - Prince of Thieves (Europe).gb,ROBIN HOOD,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Mindscape,True,None,False,0,Non-Japan (0x1),1294651ee0bcdaf1a0724e7fa9ffe557,False
Pinball Deluxe (Europe).gb,PINBALL DELUXE,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Konami,False,None,False,0,Non-Japan (0x1),fa4af656b09274e5b8139be0a3a39a2c,False
Bubble Bobble (Japan).gb,BUBBLE BOBBLE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Taito,True,None,False,0,Japan,2ec376fb2b9565f20475d7007134b9e2,False
Super Chinese Land 2 (Japan).gb,SUPER CHINESE 2,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Culture Brain,True,None,False,0,Japan,763111e514ae572a530eb9465b9bc2ef,False
From TV Animation Slam Dunk - Gakeppuchi no Kesshou League (Japan) (SGB Enhanced).gb,GB SLAM DUNK,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'B2',B2)",False,None,True,0,Japan,e96273c4d399f1a9de58702aed110b4a,True
WWF Superstars (Japan).gb,WWF SUPERSTARS,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Hot-B,True,None,False,0,Japan,3d08d0dbe1fa865e3d2e87578cced5f5,False
Dinosaur (USA).gbc,DINOSAURBDNE,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,UbiSoft,False,CGB Only,False,0,Non-Japan (0x1),ddecba0a4e0d1373fad858316faf6f33,False
Taito Chase H.Q. (Japan).gb,CHASE HQ,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Taito,True,None,False,0,Japan,0a96c9c737a07148fd065b3c121dcbb2,False
"Kirby's Dream Land (USA, Europe).gb",KIRBY DREAM LAND,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Nintendo,True,None,False,0,Non-Japan (0x1),a66e4918edcd042ec171a57fe3ce36c3,False
J.League Winning Goal (Japan).gb,WINNING GOAL,MBC1+RAM+Battery,MBC1,8,1,0x800,0x20000,True,False,False,False,Electronic Arts,True,None,False,0,Japan,b9c444465748af0c5a7532c91d8c6d64,False
Captain Tsubasa VS (Japan).gb,TUBASA VS,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Tecmo,True,None,False,0,Japan,844633e79ccfe6b7d8d2da958e708e7c,False
Caesars Palace (USA) (Rev A).gb,CAESARS PALACE,MBC1,MBC1,8,0,0x0,0x20000,False,False,False,False,Virgin,True,None,False,1,Non-Japan (0x1),9c9679e4da4daa2ee22f1c35eef03cad,False
Mr. Nutz (USA).gbc,MR. NUTZANUE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Infogrames,False,CGB Only,False,0,Non-Japan (0x1),9ba7b607ec310589c5ccfb1a8149df59,False
Shadowgate Classic (USA) (Rev-A).gbc,SHADOWGATE CLAS,MBC5+RAM+Battery,MBC5,64,1,0x800,0x100000,True,False,False,False,Nintendo R&D1,False,Extra CGB Functions,False,1,Non-Japan (0x1),90280833c156e2ca8e4eaa29adf369b2,False
Army Men (USA).gbc,ARMY MENAVCE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5H',5H)",False,CGB Only,False,0,Non-Japan (0x1),c75bf50b9fec4e89ced9a2bdfbeb4245,True
Zebco Fishing! (USA) (Rumble Version).gbc,ZEBCOFISHINVZFE,MBC5+Rumble,MBC5,64,0,0x0,0x100000,False,False,True,False,"UNKNOWN(b'5P',5P)",False,CGB Only,False,0,Non-Japan (0x1),c4583c9127d08f9a7dec2056a8c21c1f,True
Goukaku Boy Series - Koukou Nyuushi Derujun - Kanji Mondai no Seifuku (Japan).gb,TYUUGAKUKANJI GB,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,"UNKNOWN(b'9C',9C)",False,None,False,0,Japan,230b96e98d05cf0385cfaa5b75f1735c,True
Gimmick Land (Japan) (Proto).gbc,GIMMICKLANDBAKJ,MBC5+RAM+Battery,MBC5,128,1,0x800,0x200000,True,False,False,False,"UNKNOWN(b'EN',EN)",False,CGB Only,False,0,Japan,a562bbe876b8467cc530213ec84eba0a,True
Racin' Ratz (USA).gbc,TYCORAT1BTIE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,Mattel,False,CGB Only,False,0,Non-Japan (0x1),9dece7202bd00a2806b36b5848ca985e,False
"Montezuma's Return! (Europe) (En,Fr,De,Es,It).gb",MONTEZUMA,MBC1,MBC1,16,0,0x0,0x40000,False,False,False,False,Konami,False,None,False,0,Non-Japan (0x1),47900027fcbc2f749b3c0b1ce7fa3372,False
Pro Darts (USA).gbc,PRO DARTSAVDE,MBC5,MBC5,64,0,0x0,0x100000,False,False,False,False,"UNKNOWN(b'5P',5P)",False,CGB Only,False,0,Non-Japan (0x1),809059ad595bec85ffc7ba37eba29204,True
Itsudemo! Nyan to Wonderful (Japan) (SGB Enhanced).gb,NYANTOWONDERFUL,MBC3+RAM+Timer+Battery,MBC3,16,1,0x800,0x40000,True,True,False,False,"UNKNOWN(b'D9',D9)",False,None,True,0,Japan,6a268131029986557c75e559622a3c87,True
